Date,Land Class,Land Category,Commodity,Volume
12/01/2015,Federal,Onshore,Coal Prod Vol (tons),24654378
12/01/2015,Native American,Onshore,Coal Prod Vol (tons),1228030
12/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5382272
12/01/2015,Federal,Offshore,Gas Prod Vol (mcf),112562559
12/01/2015,Federal,Offshore,Oil Prod Vol (bbl),50386866
01/01/2016,Federal,Offshore,Gas Prod Vol (mcf),109568272
01/01/2016,Federal,Onshore,Gas Prod Vol (mcf),279466931
01/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14442892
01/01/2016,Federal,Onshore,Coal Prod Vol (tons),22385252
01/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5264664
01/01/2016,Native American,Onshore,Coal Prod Vol (tons),1216479
01/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50020253
01/01/2016,Native American,Onshore,Gas Prod Vol (mcf),27386522
02/01/2016,Federal,Onshore,Gas Prod Vol (mcf),263443605
02/01/2016,Federal,Offshore,Gas Prod Vol (mcf),101488595
02/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4830335
02/01/2016,Federal,Offshore,Oil Prod Vol (bbl),45501444
02/01/2016,Federal,Onshore,Coal Prod Vol (tons),21437741
02/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13922246
02/01/2016,Native American,Onshore,Coal Prod Vol (tons),1100191
02/01/2016,Native American,Onshore,Gas Prod Vol (mcf),25672068
03/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5368312
03/01/2016,Federal,Onshore,Gas Prod Vol (mcf),284780527
03/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14866985
03/01/2016,Federal,Onshore,Coal Prod Vol (tons),20238449
03/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50565057
03/01/2016,Federal,Offshore,Gas Prod Vol (mcf),111857668
03/01/2016,Native American,Onshore,Coal Prod Vol (tons),1349184
03/01/2016,Native American,Onshore,Gas Prod Vol (mcf),27616239
04/01/2016,Native American,Onshore,Coal Prod Vol (tons),701080
04/01/2016,Federal,Offshore,Oil Prod Vol (bbl),47768910
04/01/2016,Federal,Offshore,Gas Prod Vol (mcf),102054082
04/01/2016,Federal,Onshore,Gas Prod Vol (mcf),271859382
04/01/2016,Federal,Onshore,Coal Prod Vol (tons),18209082
04/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14057416
04/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26343529
04/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4936963
05/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26782037
05/01/2016,Native American,Onshore,Coal Prod Vol (tons),1022304
05/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4834042
05/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50008267
05/01/2016,Federal,Offshore,Gas Prod Vol (mcf),111068152
05/01/2016,Federal,Onshore,Coal Prod Vol (tons),17466152
05/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14207760
05/01/2016,Federal,Onshore,Gas Prod Vol (mcf),273736911
06/01/2016,Native American,Onshore,Coal Prod Vol (tons),956567
06/01/2016,Federal,Onshore,Gas Prod Vol (mcf),268130171
06/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13627977
06/01/2016,Federal,Onshore,Coal Prod Vol (tons),24182132
06/01/2016,Federal,Offshore,Oil Prod Vol (bbl),47084486
06/01/2016,Native American,Onshore,Gas Prod Vol (mcf),25425723
06/01/2016,Federal,Offshore,Gas Prod Vol (mcf),97958674
06/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4629221
07/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26041355
07/01/2016,Native American,Onshore,Coal Prod Vol (tons),976850
07/01/2016,Federal,Onshore,Gas Prod Vol (mcf),262624910
07/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14140583
07/01/2016,Federal,Onshore,Coal Prod Vol (tons),23325633
07/01/2016,Federal,Offshore,Gas Prod Vol (mcf),103309659
07/01/2016,Federal,Offshore,Oil Prod Vol (bbl),49158798
07/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4900767
08/01/2016,Federal,Offshore,Gas Prod Vol (mcf),106372472
08/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50732254
08/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26534984
08/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4761494
08/01/2016,Native American,Onshore,Coal Prod Vol (tons),1385942
08/01/2016,Federal,Onshore,Coal Prod Vol (tons),29500444
08/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13925553
08/01/2016,Federal,Onshore,Gas Prod Vol (mcf),265979136
09/01/2016,Native American,Onshore,Coal Prod Vol (tons),1093319
09/01/2016,Federal,Offshore,Gas Prod Vol (mcf),98150292
09/01/2016,Federal,Offshore,Oil Prod Vol (bbl),45793968
09/01/2016,Federal,Onshore,Coal Prod Vol (tons),27774944
09/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13432516
09/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4692003
09/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26019270
09/01/2016,Federal,Onshore,Gas Prod Vol (mcf),269846608
10/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50359060
10/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14546889
10/01/2016,Native American,Onshore,Coal Prod Vol (tons),1317886
10/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5411261
10/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26939857
10/01/2016,Federal,Onshore,Coal Prod Vol (tons),30249483
10/01/2016,Federal,Onshore,Gas Prod Vol (mcf),282451429
10/01/2016,Federal,Offshore,Gas Prod Vol (mcf),104778383
11/01/2016,Federal,Onshore,Gas Prod Vol (mcf),270345202
11/01/2016,Native American,Onshore,Coal Prod Vol (tons),1334842
11/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5017180
11/01/2016,Native American,Onshore,Gas Prod Vol (mcf),25635576
11/01/2016,Federal,Onshore,Coal Prod Vol (tons),29311917
11/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13991143
11/01/2016,Federal,Offshore,Gas Prod Vol (mcf),102108663
11/01/2016,Federal,Offshore,Oil Prod Vol (bbl),51136340
12/01/2016,Federal,Offshore,Oil Prod Vol (bbl),54384739
12/01/2016,Federal,Offshore,Gas Prod Vol (mcf),108062380
12/01/2016,Native American,Onshore,Coal Prod Vol (tons),1275026
12/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26121788
12/01/2016,Federal,Onshore,Gas Prod Vol (mcf),274532660
12/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5194057
12/01/2016,Federal,Onshore,Coal Prod Vol (tons),27867499
12/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14079998
01/01/2017,Native American,Onshore,Gas Prod Vol (mcf),25429206
01/01/2017,Federal,Offshore,Oil Prod Vol (bbl),54837587
01/01/2017,Federal,Offshore,Gas Prod Vol (mcf),106371851
01/01/2017,Federal,Onshore,Gas Prod Vol (mcf),268399176
01/01/2017,Federal,Onshore,Coal Prod Vol (tons),30450968
01/01/2017,Federal,Onshore,Oil Prod Vol (bbl),14125429
01/01/2017,Native American,Onshore,Coal Prod Vol (tons),1386837
01/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5379543
02/01/2017,Federal,Onshore,Oil Prod Vol (bbl),13417791
02/01/2017,Federal,Onshore,Coal Prod Vol (tons),26764551
02/01/2017,Native American,Onshore,Gas Prod Vol (mcf),23195738
02/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5005037
02/01/2017,Native American,Onshore,Coal Prod Vol (tons),1270347
02/01/2017,Federal,Offshore,Oil Prod Vol (bbl),49591707
02/01/2017,Federal,Offshore,Gas Prod Vol (mcf),93083146
02/01/2017,Federal,Onshore,Gas Prod Vol (mcf),245986112
03/01/2017,Federal,Offshore,Oil Prod Vol (bbl),55557255
03/01/2017,Federal,Onshore,Coal Prod Vol (tons),24856969
03/01/2017,Federal,Offshore,Gas Prod Vol (mcf),106321826
03/01/2017,Native American,Onshore,Gas Prod Vol (mcf),25993470
03/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5661961
03/01/2017,Native American,Onshore,Coal Prod Vol (tons),994299
03/01/2017,Federal,Onshore,Gas Prod Vol (mcf),275020775
03/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15254103
04/01/2017,Federal,Onshore,Oil Prod Vol (bbl),14762486
04/01/2017,Federal,Onshore,Coal Prod Vol (tons),23773493
04/01/2017,Federal,Onshore,Gas Prod Vol (mcf),267181245
04/01/2017,Native American,Onshore,Coal Prod Vol (tons),1006718
04/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5534157
04/01/2017,Native American,Onshore,Gas Prod Vol (mcf),25332586
04/01/2017,Federal,Offshore,Gas Prod Vol (mcf),95311046
04/01/2017,Federal,Offshore,Oil Prod Vol (bbl),50490231
05/01/2017,Federal,Onshore,Coal Prod Vol (tons),26338321
05/01/2017,Native American,Onshore,Coal Prod Vol (tons),1133016
05/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5783394
05/01/2017,Native American,Onshore,Gas Prod Vol (mcf),27005912
05/01/2017,Federal,Offshore,Gas Prod Vol (mcf),99340329
05/01/2017,Federal,Offshore,Oil Prod Vol (bbl),52823360
05/01/2017,Federal,Onshore,Gas Prod Vol (mcf),270362688
05/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15671016
06/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5858596
06/01/2017,Federal,Onshore,Gas Prod Vol (mcf),264015476
06/01/2017,Federal,Onshore,Oil Prod Vol (bbl),14522262
06/01/2017,Federal,Offshore,Gas Prod Vol (mcf),90590421
06/01/2017,Federal,Offshore,Oil Prod Vol (bbl),49430681
06/01/2017,Federal,Onshore,Coal Prod Vol (tons),26859514
06/01/2017,Native American,Onshore,Coal Prod Vol (tons),1211408
06/01/2017,Native American,Onshore,Gas Prod Vol (mcf),26683968
07/01/2017,Federal,Onshore,Coal Prod Vol (tons),29686410
07/01/2017,Native American,Onshore,Coal Prod Vol (tons),920473
07/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6046169
07/01/2017,Native American,Onshore,Gas Prod Vol (mcf),27676137
07/01/2017,Federal,Offshore,Gas Prod Vol (mcf),97838736
07/01/2017,Federal,Offshore,Oil Prod Vol (bbl),55000657
07/01/2017,Federal,Onshore,Gas Prod Vol (mcf),271744021
07/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15327269
08/01/2017,Federal,Onshore,Gas Prod Vol (mcf),271469088
08/01/2017,Federal,Offshore,Oil Prod Vol (bbl),53913173
08/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15891808
08/01/2017,Federal,Onshore,Coal Prod Vol (tons),30158575
08/01/2017,Federal,Offshore,Gas Prod Vol (mcf),92785951
08/01/2017,Native American,Onshore,Coal Prod Vol (tons),1203341
08/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6452384
08/01/2017,Native American,Onshore,Gas Prod Vol (mcf),28394181
09/01/2017,Federal,Onshore,Oil Prod Vol (bbl),16298979
09/01/2017,Federal,Offshore,Gas Prod Vol (mcf),88488536
09/01/2017,Federal,Offshore,Oil Prod Vol (bbl),51299175
09/01/2017,Federal,Onshore,Gas Prod Vol (mcf),268128939
09/01/2017,Federal,Onshore,Coal Prod Vol (tons),27217702
09/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6241875
09/01/2017,Native American,Onshore,Coal Prod Vol (tons),958857
09/01/2017,Native American,Onshore,Gas Prod Vol (mcf),27595254
10/01/2017,Federal,Onshore,Gas Prod Vol (mcf),278170860
10/01/2017,Federal,Onshore,Oil Prod Vol (bbl),17289559
10/01/2017,Federal,Onshore,Coal Prod Vol (tons),27484858
10/01/2017,Native American,Onshore,Coal Prod Vol (tons),1123323
10/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6587736
10/01/2017,Federal,Offshore,Oil Prod Vol (bbl),46471477
10/01/2017,Federal,Offshore,Gas Prod Vol (mcf),80379237
10/01/2017,Native American,Onshore,Gas Prod Vol (mcf),29023507
11/01/2017,Native American,Onshore,Gas Prod Vol (mcf),28880080
11/01/2017,Native American,Onshore,Coal Prod Vol (tons),1147396
11/01/2017,Federal,Offshore,Oil Prod Vol (bbl),51449165
11/01/2017,Federal,Onshore,Coal Prod Vol (tons),26341943
11/01/2017,Federal,Onshore,Oil Prod Vol (bbl),16939060
11/01/2017,Federal,Onshore,Gas Prod Vol (mcf),272186726
11/01/2017,Federal,Offshore,Gas Prod Vol (mcf),81801410
11/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6577728
12/01/2017,Federal,Onshore,Coal Prod Vol (tons),26144818
12/01/2017,Federal,Onshore,Oil Prod Vol (bbl),18018361
12/01/2017,Federal,Onshore,Gas Prod Vol (mcf),283703238
12/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6765714
12/01/2017,Native American,Onshore,Gas Prod Vol (mcf),30466391
12/01/2017,Native American,Onshore,Coal Prod Vol (tons),1361183
12/01/2017,Federal,Offshore,Gas Prod Vol (mcf),78484293
12/01/2017,Federal,Offshore,Oil Prod Vol (bbl),49115810
01/01/2018,Federal,Onshore,Oil Prod Vol (bbl),17685030
01/01/2018,Federal,Offshore,Oil Prod Vol (bbl),51241840
01/01/2018,Federal,Offshore,Gas Prod Vol (mcf),79021641
01/01/2018,Federal,Onshore,Coal Prod Vol (tons),24632904
01/01/2018,Federal,Onshore,Gas Prod Vol (mcf),281608799
01/01/2018,Native American,Onshore,Coal Prod Vol (tons),1354891
01/01/2018,Native American,Onshore,Oil Prod Vol (bbl),6698352
01/01/2018,Native American,Onshore,Gas Prod Vol (mcf),30874387
02/01/2018,Federal,Onshore,Oil Prod Vol (bbl),16595947
02/01/2018,Federal,Onshore,Coal Prod Vol (tons),25195995
02/01/2018,Federal,Offshore,Gas Prod Vol (mcf),74937304
02/01/2018,Federal,Offshore,Oil Prod Vol (bbl),48387662
02/01/2018,Native American,Onshore,Oil Prod Vol (bbl),5909982
02/01/2018,Native American,Onshore,Coal Prod Vol (tons),701497
02/01/2018,Native American,Onshore,Gas Prod Vol (mcf),27937183
02/01/2018,Federal,Onshore,Gas Prod Vol (mcf),255803221
03/01/2018,Federal,Onshore,Coal Prod Vol (tons),25649043
03/01/2018,Federal,Offshore,Gas Prod Vol (mcf),84076255
03/01/2018,Federal,Offshore,Oil Prod Vol (bbl),53328725
03/01/2018,Native American,Onshore,Coal Prod Vol (tons),827534
03/01/2018,Native American,Onshore,Oil Prod Vol (bbl),6977487
03/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32276090
03/01/2018,Federal,Onshore,Oil Prod Vol (bbl),18673468
03/01/2018,Federal,Onshore,Gas Prod Vol (mcf),283899568
04/01/2018,Native American,Onshore,Coal Prod Vol (tons),815363
04/01/2018,Federal,Offshore,Gas Prod Vol (mcf),76409533
04/01/2018,Federal,Offshore,Oil Prod Vol (bbl),48560685
04/01/2018,Federal,Onshore,Gas Prod Vol (mcf),273869632
04/01/2018,Federal,Onshore,Oil Prod Vol (bbl),18895428
04/01/2018,Federal,Onshore,Coal Prod Vol (tons),22442433
04/01/2018,Native American,Onshore,Gas Prod Vol (mcf),31949560
04/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7360750
05/01/2018,Federal,Offshore,Gas Prod Vol (mcf),78919415
05/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32754298
05/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7665911
05/01/2018,Federal,Onshore,Gas Prod Vol (mcf),281594882
05/01/2018,Federal,Onshore,Oil Prod Vol (bbl),19609133
05/01/2018,Federal,Onshore,Coal Prod Vol (tons),22509973
05/01/2018,Native American,Onshore,Coal Prod Vol (tons),1223737
05/01/2018,Federal,Offshore,Oil Prod Vol (bbl),48110831
06/01/2018,Federal,Offshore,Gas Prod Vol (mcf),79082080
06/01/2018,Native American,Onshore,Coal Prod Vol (tons),1024930
06/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7178999
06/01/2018,Native American,Onshore,Gas Prod Vol (mcf),31694013
06/01/2018,Federal,Offshore,Oil Prod Vol (bbl),50368222
06/01/2018,Federal,Onshore,Coal Prod Vol (tons),24851719
06/01/2018,Federal,Onshore,Oil Prod Vol (bbl),18567034
06/01/2018,Federal,Onshore,Gas Prod Vol (mcf),269071712
07/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7313775
07/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32322558
07/01/2018,Federal,Onshore,Gas Prod Vol (mcf),282272889
07/01/2018,Federal,Onshore,Oil Prod Vol (bbl),19756692
07/01/2018,Federal,Onshore,Coal Prod Vol (tons),26629804
07/01/2018,Federal,Offshore,Oil Prod Vol (bbl),58348394
07/01/2018,Federal,Offshore,Gas Prod Vol (mcf),92143731
07/01/2018,Native American,Onshore,Coal Prod Vol (tons),1200779
08/01/2018,Federal,Offshore,Oil Prod Vol (bbl),61083179
08/01/2018,Federal,Onshore,Oil Prod Vol (bbl),20996853
08/01/2018,Federal,Onshore,Coal Prod Vol (tons),27555964
08/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32523877
08/01/2018,Native American,Onshore,Coal Prod Vol (tons),1444528
08/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7457580
08/01/2018,Federal,Onshore,Gas Prod Vol (mcf),284095322
08/01/2018,Federal,Offshore,Gas Prod Vol (mcf),98047306
09/01/2018,Federal,Onshore,Oil Prod Vol (bbl),21281785
09/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32010394
09/01/2018,Federal,Offshore,Oil Prod Vol (bbl),54372726
09/01/2018,Federal,Offshore,Gas Prod Vol (mcf),88573766
09/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7607664
09/01/2018,Native American,Onshore,Coal Prod Vol (tons),1182334
09/01/2018,Federal,Onshore,Coal Prod Vol (tons),29721951
09/01/2018,Federal,Onshore,Gas Prod Vol (mcf),277094627
10/01/2018,Federal,Offshore,Oil Prod Vol (bbl),54680101
10/01/2018,Native American,Onshore,Coal Prod Vol (tons),1252350
10/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7833255
10/01/2018,Federal,Onshore,Coal Prod Vol (tons),26731949
10/01/2018,Federal,Offshore,Gas Prod Vol (mcf),86435448
10/01/2018,Federal,Onshore,Gas Prod Vol (mcf),290373172
10/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32987079
10/01/2018,Federal,Onshore,Oil Prod Vol (bbl),23037191
11/01/2018,Native American,Onshore,Gas Prod Vol (mcf),31784413
11/01/2018,Native American,Onshore,Coal Prod Vol (tons),1487964
11/01/2018,Federal,Onshore,Coal Prod Vol (tons),26932688
11/01/2018,Federal,Onshore,Oil Prod Vol (bbl),22019845
11/01/2018,Federal,Onshore,Gas Prod Vol (mcf),279316609
11/01/2018,Federal,Offshore,Oil Prod Vol (bbl),58952570
11/01/2018,Federal,Offshore,Gas Prod Vol (mcf),90540244
11/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7838165
12/01/2018,Federal,Offshore,Oil Prod Vol (bbl),59996517
12/01/2018,Native American,Onshore,Coal Prod Vol (tons),1368888
12/01/2018,Federal,Onshore,Coal Prod Vol (tons),28361627
12/01/2018,Federal,Onshore,Oil Prod Vol (bbl),23268544
12/01/2018,Native American,Onshore,Oil Prod Vol (bbl),8001261
12/01/2018,Federal,Onshore,Gas Prod Vol (mcf),289620286
12/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32895378
12/01/2018,Federal,Offshore,Gas Prod Vol (mcf),92338493
01/01/2019,Federal,Onshore,Coal Prod Vol (tons),28977593
01/01/2019,Federal,Offshore,Gas Prod Vol (mcf),94258538
01/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59870632
01/01/2019,Native American,Onshore,Coal Prod Vol (tons),1150322
01/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8106159
01/01/2019,Native American,Onshore,Gas Prod Vol (mcf),32248408
01/01/2019,Federal,Onshore,Gas Prod Vol (mcf),282269147
01/01/2019,Federal,Onshore,Oil Prod Vol (bbl),23531522
02/01/2019,Federal,Offshore,Gas Prod Vol (mcf),80443238
02/01/2019,Federal,Onshore,Gas Prod Vol (mcf),258045581
02/01/2019,Federal,Onshore,Coal Prod Vol (tons),22819653
02/01/2019,Federal,Onshore,Oil Prod Vol (bbl),21844663
02/01/2019,Native American,Onshore,Gas Prod Vol (mcf),28692121
02/01/2019,Native American,Onshore,Oil Prod Vol (bbl),7210442
02/01/2019,Native American,Onshore,Coal Prod Vol (tons),1113086
02/01/2019,Federal,Offshore,Oil Prod Vol (bbl),48945100
03/01/2019,Native American,Onshore,Gas Prod Vol (mcf),33031914
03/01/2019,Federal,Offshore,Gas Prod Vol (mcf),96120220
03/01/2019,Native American,Onshore,Coal Prod Vol (tons),1290071
03/01/2019,Federal,Offshore,Oil Prod Vol (bbl),60021434
03/01/2019,Federal,Onshore,Coal Prod Vol (tons),18331999
03/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25127863
03/01/2019,Federal,Onshore,Gas Prod Vol (mcf),287709792
03/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8421121
04/01/2019,Federal,Onshore,Coal Prod Vol (tons),25741411
04/01/2019,Federal,Onshore,Gas Prod Vol (mcf),279188373
04/01/2019,Native American,Onshore,Gas Prod Vol (mcf),33211936
04/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8268727
04/01/2019,Native American,Onshore,Coal Prod Vol (tons),1556977
04/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59304823
04/01/2019,Federal,Offshore,Gas Prod Vol (mcf),91191386
04/01/2019,Federal,Onshore,Oil Prod Vol (bbl),24423916
05/01/2019,Native American,Onshore,Gas Prod Vol (mcf),34077233
05/01/2019,Federal,Onshore,Coal Prod Vol (tons),24071406
05/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25791082
05/01/2019,Federal,Onshore,Gas Prod Vol (mcf),290058271
05/01/2019,Federal,Offshore,Gas Prod Vol (mcf),91709577
05/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59781391
05/01/2019,Native American,Onshore,Coal Prod Vol (tons),1347300
05/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8588803
06/01/2019,Federal,Offshore,Oil Prod Vol (bbl),58116500
06/01/2019,Federal,Onshore,Oil Prod Vol (bbl),24780808
06/01/2019,Federal,Onshore,Coal Prod Vol (tons),22173626
06/01/2019,Native American,Onshore,Gas Prod Vol (mcf),33495727
06/01/2019,Native American,Onshore,Coal Prod Vol (tons),1002502
06/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8742403
06/01/2019,Federal,Onshore,Gas Prod Vol (mcf),281378564
06/01/2019,Federal,Offshore,Gas Prod Vol (mcf),85323252
07/01/2019,Federal,Offshore,Oil Prod Vol (bbl),47896834
07/01/2019,Federal,Offshore,Gas Prod Vol (mcf),70640817
07/01/2019,Federal,Onshore,Coal Prod Vol (tons),24792370
07/01/2019,Federal,Onshore,Oil Prod Vol (bbl),24878939
07/01/2019,Federal,Onshore,Gas Prod Vol (mcf),274727735
07/01/2019,Native American,Onshore,Gas Prod Vol (mcf),35095449
07/01/2019,Native American,Onshore,Coal Prod Vol (tons),906463
07/01/2019,Native American,Onshore,Oil Prod Vol (bbl),9325810
08/01/2019,Native American,Onshore,Oil Prod Vol (bbl),9336148
08/01/2019,Federal,Onshore,Coal Prod Vol (tons),27972989
08/01/2019,Federal,Onshore,Gas Prod Vol (mcf),281600127
08/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25293447
08/01/2019,Federal,Offshore,Gas Prod Vol (mcf),94300719
08/01/2019,Native American,Onshore,Gas Prod Vol (mcf),35362314
08/01/2019,Federal,Offshore,Oil Prod Vol (bbl),63762088
08/01/2019,Native American,Onshore,Coal Prod Vol (tons),1341162
09/01/2019,Native American,Onshore,Oil Prod Vol (bbl),9428136
09/01/2019,Federal,Offshore,Gas Prod Vol (mcf),87668114
09/01/2019,Federal,Offshore,Oil Prod Vol (bbl),57909789
09/01/2019,Native American,Onshore,Coal Prod Vol (tons),847728
09/01/2019,Native American,Onshore,Gas Prod Vol (mcf),35237371
09/01/2019,Federal,Onshore,Coal Prod Vol (tons),25445787
09/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25242846
09/01/2019,Federal,Onshore,Gas Prod Vol (mcf),281236270
10/01/2019,Federal,Offshore,Gas Prod Vol (mcf),90467669
10/01/2019,Federal,Onshore,Gas Prod Vol (mcf),293248153
10/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59764979
10/01/2019,Federal,Onshore,Oil Prod Vol (bbl),26396628
10/01/2019,Federal,Onshore,Coal Prod Vol (tons),25341262
10/01/2019,Native American,Onshore,Coal Prod Vol (tons),711302
10/01/2019,Native American,Onshore,Oil Prod Vol (bbl),10237064
10/01/2019,Native American,Onshore,Gas Prod Vol (mcf),36948121
11/01/2019,Federal,Onshore,Gas Prod Vol (mcf),285538575
11/01/2019,Native American,Onshore,Oil Prod Vol (bbl),10149958
11/01/2019,Native American,Onshore,Gas Prod Vol (mcf),35868162
11/01/2019,Federal,Offshore,Oil Prod Vol (bbl),60410205
11/01/2019,Federal,Offshore,Gas Prod Vol (mcf),87454987
11/01/2019,Native American,Onshore,Coal Prod Vol (tons),552751
11/01/2019,Federal,Onshore,Oil Prod Vol (bbl),26722874
11/01/2019,Federal,Onshore,Coal Prod Vol (tons),21889815
12/01/2019,Native American,Onshore,Oil Prod Vol (bbl),10163969
12/01/2019,Federal,Offshore,Gas Prod Vol (mcf),91478893
12/01/2019,Federal,Offshore,Oil Prod Vol (bbl),61826576
12/01/2019,Native American,Onshore,Coal Prod Vol (tons),540830
12/01/2019,Federal,Onshore,Gas Prod Vol (mcf),294986142
12/01/2019,Federal,Onshore,Oil Prod Vol (bbl),27925151
12/01/2019,Federal,Onshore,Coal Prod Vol (tons),23608717
12/01/2019,Native American,Onshore,Gas Prod Vol (mcf),36047501
01/01/2020,Federal,Offshore,Oil Prod Vol (bbl),62071106
01/01/2020,Federal,Offshore,Gas Prod Vol (mcf),90322272
01/01/2020,Federal,Onshore,Coal Prod Vol (tons),23240339
01/01/2020,Native American,Onshore,Oil Prod Vol (bbl),9299781
01/01/2020,Native American,Onshore,Coal Prod Vol (tons),607705
01/01/2020,Federal,Onshore,Oil Prod Vol (bbl),27781663
01/01/2020,Federal,Onshore,Gas Prod Vol (mcf),293583527
01/01/2020,Native American,Onshore,Gas Prod Vol (mcf),34932505
02/01/2020,Federal,Onshore,Coal Prod Vol (tons),19524985
02/01/2020,Federal,Offshore,Oil Prod Vol (bbl),58261638
02/01/2020,Native American,Onshore,Gas Prod Vol (mcf),33211728
02/01/2020,Federal,Offshore,Gas Prod Vol (mcf),84884158
02/01/2020,Federal,Onshore,Oil Prod Vol (bbl),26912755
02/01/2020,Federal,Onshore,Gas Prod Vol (mcf),271579330
02/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8858207
02/01/2020,Native American,Onshore,Coal Prod Vol (tons),466920
03/01/2020,Federal,Onshore,Oil Prod Vol (bbl),29619631
03/01/2020,Native American,Onshore,Gas Prod Vol (mcf),34977467
03/01/2020,Native American,Onshore,Oil Prod Vol (bbl),9186416
03/01/2020,Federal,Onshore,Coal Prod Vol (tons),19661724
03/01/2020,Federal,Onshore,Gas Prod Vol (mcf),291334302
03/01/2020,Federal,Offshore,Oil Prod Vol (bbl),61709511
03/01/2020,Federal,Offshore,Gas Prod Vol (mcf),91878534
03/01/2020,Native American,Onshore,Coal Prod Vol (tons),569826
04/01/2020,Native American,Onshore,Oil Prod Vol (bbl),7896520
